District,Constituency,Constituency Category,Candidate,Gender,Candidate Category,Age,Party,Votes,Position
RAMANAGARAM ,Channapatna,GEN,SUVARNA,F,GEN,43,IND,379,9
RAMANAGARAM ,Channapatna,GEN,B NAGARAJ,M,GEN,62,KJP,373,10
RAMANAGARAM ,Channapatna,GEN,M.YOGESH,M,GEN,26,IND,290,11
RAMANAGARAM ,Channapatna,GEN,MUZAMIL PASHA,M,GEN,32,ANC,284,12
RAMANAGARAM ,Channapatna,GEN,JAI KISAN S. R,M,GEN,30,IND,186,13
RAMANAGARAM ,Channapatna,GEN,J.T.PRAKASH,M,GEN,56,IND,165,14
RAMANAGARAM ,Channapatna,GEN,ASHRAF,M,GEN,36,HJP,152,15
MANDYA ,Malavalli,SC,P.M.NARENDRA SWAMY,M,SC,50,INC,61869,1
MANDYA ,Malavalli,SC,DR||.K. ANNADANI,M,SC,46,JD(S),61331,2
MANDYA ,Malavalli,SC,G.MUNIRAJU,M,SC,48,KJP,26397,3
MANDYA ,Malavalli,SC,DR.MURTHY.L.,M,SC,59,BSRCP,8018,4
MANDYA ,Malavalli,SC,B.SOMASHEKAR,M,SC,62,JD(U),3914,5
MANDYA ,Malavalli,SC,KRISHNAMURTHY.M,M,SC,39,BSP,2628,6
MANDYA ,Malavalli,SC,S.SWAMY,M,SC,54,IND,2031,7
MANDYA ,Malavalli,SC,K.BASAVARAJU,M,SC,35,CPM,1868,8
MANDYA ,Malavalli,SC,D.N.KUMARA SWAMY,M,SC,48,BJP,1697,9
MANDYA ,Malavalli,SC,M.KRISHNAMURTHY,M,SC,33,IND,898,10
MANDYA ,Malavalli,SC,"M.S.SHASHIKUMAR,",M,SC,28,IND,619,11
MANDYA ,Malavalli,SC,M.MAHESHA,M,SC,32,LJP,570,12
MANDYA ,Malavalli,SC,B.S.PUTTASWAMY,M,SC,55,AMJP,385,13
MANDYA ,Malavalli,SC,H.NANJUNDAIAH,M,SC,69,NPP,325,14
MANDYA ,Maddur,GEN,D.C.THAMMANNA,M,GEN,70,JD(S),80926,1
MANDYA ,Maddur,GEN,MADHU G.MADEGOWDA,M,GEN,49,INC,48968,2
MANDYA ,Maddur,GEN,KALPANA SIDDARAJU,F,GEN,48,IND,15797,3
MANDYA ,Maddur,GEN,VENKATESHA,M,GEN,42,IND,2840,4
MANDYA ,Maddur,GEN,BORAIAH H H (SWAMY),M,SC,35,BSP,1843,5
MANDYA ,Maddur,GEN,VANAJAKSHI RAMARAJU,F,GEN,58,BJP,1745,6
MANDYA ,Maddur,GEN,KUMARA,M,SC,35,IND,1482,7
MANDYA ,Maddur,GEN,M.RAVISHANKAR,M,GEN,42,IND,590,8
MANDYA ,Maddur,GEN,K.M.ANANDAREDDY,M,GEN,37,KJP,561,9
MANDYA ,Maddur,GEN,K.SHIVANAND,M,GEN,50,BSRCP,425,10
MANDYA ,Maddur,GEN,KARADAKERE YOGESHA,M,SC,32,HJP,380,11
MANDYA ,Maddur,GEN,NINGEGOWDA,M,GEN,61,IND,377,12
MANDYA ,Maddur,GEN,NADEEM BAIG,M,GEN,30,IND,338,13
MANDYA ,Melukote,GEN,K.S.PUTTANNAIAH,M,GEN,63,SKP,80041,1
MANDYA ,Melukote,GEN,C.S.PUTTARAJU,M,GEN,49,JD(S),70193,2
MANDYA ,Melukote,GEN,L.D.RAVI,M,GEN,51,INC,2314,3
MANDYA ,Melukote,GEN,"PUTTANNAIAH S/O NANJAPPA,",M,GEN,74,IND,1605,4
MANDYA ,Melukote,GEN,S.VASANTHAKUMAR,M,GEN,46,IND,1368,5
MANDYA ,Melukote,GEN,MAHESHA M.M.,M,SC,38,BSP,1362,6
MANDYA ,Melukote,GEN,SUNDAHALLY SOMASHEKHARA,M,GEN,46,HND,831,7
MANDYA ,Melukote,GEN,G.M. RAVEENDRA,M,GEN,48,BJP,827,8
MANDYA ,Melukote,GEN,ARUNAKUMAR,M,GEN,33,IND,720,9
MANDYA ,Melukote,GEN,PUTTANNAIAH S/O TIMMARAJAPPA,M,GEN,63,IND,535,10
MANDYA ,Melukote,GEN,UDHAYAKUMARA B.S.,M,GEN,37,BSRCP,498,11
MANDYA ,Melukote,GEN,R.MANJUNATHA,M,GEN,31,IND,339,12
MANDYA ,Melukote,GEN,S.ALBERT,M,GEN,43,IND,259,13
MANDYA ,Mandya,GEN,M.H. AMBAREESH,M,GEN,61,INC,90329,1
MANDYA ,Mandya,GEN,M. SRINIVAS,M,GEN,61,JD(S),47392,2
MANDYA ,Mandya,GEN,T.L. RAVISHANKAR,M,GEN,47,BJP,3094,3
MANDYA ,Mandya,GEN,MOHAMMAD TAHIR,M,GEN,41,SDPI,3074,4
MANDYA ,Mandya,GEN,SHIVAPRAKASH S.D.,M,GEN,49,IND,2587,5
MANDYA ,Mandya,GEN,D. VENKATESH ACHAR,M,GEN,40,KJP,1457,6
MANDYA ,Mandya,GEN,H.N. HARISH,M,GEN,31,IND,983,7
MANDYA ,Mandya,GEN,M.R. MURALIDHARA,M,GEN,51,IND,780,8
MANDYA ,Mandya,GEN,ASHOK S.D. JAYARAM,M,GEN,30,IND,524,9
MANDYA ,Mandya,GEN,HALLEGERE SHIVARAMU,M,GEN,49,IND,351,10
MANDYA ,Mandya,GEN,N. MURALI,M,GEN,30,IND,331,11
MANDYA ,Mandya,GEN,BUS NANJUNDAIAH. N.,M,GEN,56,IND,303,12
MANDYA ,Mandya,GEN,M.P. MUNAVAR SHARIFF,M,GEN,55,IND,279,13
MANDYA ,Mandya,GEN,C.T. MANJUNATHA,M,GEN,42,HND,251,14
MANDYA ,Mandya,GEN,BASAVEGOWDA,M,GEN,78,IND,250,15
MANDYA ,Mandya,GEN,SAYEED ULLA SHARIFF,M,GEN,43,BSRCP,223,16
MANDYA ,Mandya,GEN,KABBANAHALLY PUTTASWAMY,M,GEN,50,IND,217,17
MANDYA ,Mandya,GEN,SANDESH M.R.,M,GEN,29,SJKP,211,18
MANDYA ,Mandya,GEN,M.S. GOVARDHANA,M,GEN,28,IND,182,19
MANDYA ,Shrirangapattana,GEN,A.B. RAMESHA BANDISIDDEGOWDA,M,GEN,47,JD(S),55204,1
MANDYA ,Shrirangapattana,GEN,RAVINDRA SRIKANTAIAH,M,GEN,42,IND,41580,2
MANDYA ,Shrirangapattana,GEN,S.L.LINGARAJU,M,GEN,52,INC,27197,3
MANDYA ,Shrirangapattana,GEN,K.S.NANJUNDEGOWDA,M,GEN,56,SKP,24075,4
MANDYA ,Shrirangapattana,GEN,T.SRIDHARA,M,GEN,37,BJP,2427,5
MANDYA ,Shrirangapattana,GEN,M.SURESHA,M,SC,42,IND,1605,6
MANDYA ,Shrirangapattana,GEN,SHAMBHULINGEGOWDA (GANDHIVAADI),M,GEN,52,IND,1604,7
MANDYA ,Shrirangapattana,GEN,RATHNAMMA BASAVAIAH,F,SC,41,BSP,1433,8
MANDYA ,Shrirangapattana,GEN,GANJAM SHIVU,M,GEN,50,BSRCP,1014,9
MANDYA ,Shrirangapattana,GEN,K.N. MANJUNATHA,M,GEN,53,IND,706,10
MANDYA ,Shrirangapattana,GEN,M.SHIVALINGEGOWDA,M,GEN,40,SAJP,519,11
MANDYA ,Shrirangapattana,GEN,K.UDAYAKUMAR,M,GEN,42,IND,443,12
MANDYA ,Nagamangala,GEN,N.CHALUVARAYASWAMY (SWAMY GOWDA),M,GEN,53,JD(S),89203,1
MANDYA ,Nagamangala,GEN,SURESH GOWDAA,M,GEN,49,INC,68840,2
MANDYA ,Nagamangala,GEN,MURALI (HOYSALA),M,GEN,49,IND,1190,3
MANDYA ,Nagamangala,GEN,DR.PARTHASARATHI.V.GOWDA,M,GEN,41,BJP,1085,4
MANDYA ,Nagamangala,GEN,H.N.NARASIMHAMURTHY,M,SC,35,BSP,1042,5
MANDYA ,Nagamangala,GEN,T.KRISHNAPPA (K.K.),M,GEN,58,KJP,920,6
MANDYA ,Nagamangala,GEN,N.K.KRISHNAPRASAD,M,GEN,53,IND,347,7
MANDYA ,Nagamangala,GEN,N.S.ASHOKA,M,GEN,37,IND,252,8
MANDYA ,Nagamangala,GEN,VARADARAJU (RAMESH TIBBANAHALLI),M,SC,38,BSRCP,215,9
MANDYA ,Nagamangala,GEN,G.M.RAMESH,M,GEN,42,JD(U),188,10
MANDYA ,Nagamangala,GEN,H.K.KRISHNA,M,SC,40,IND,185,11
MANDYA ,Nagamangala,GEN,C.P.LAVANYA,F,GEN,32,AKBRP,157,12
MANDYA ,Krishnarajpet,GEN,NARAYANAGOWDA,M,GEN,51,JD(S),56784,1
MANDYA ,Krishnarajpet,GEN,K B CHANDRASHEKAR,M,GEN,60,INC,47541,2
MANDYA ,Krishnarajpet,GEN,KRISHNA,M,GEN,72,IND,37764,3
MANDYA ,Krishnarajpet,GEN,LOKESHA  B N,M,GEN,30,IND,3612,4
MANDYA ,Krishnarajpet,GEN,VARADARAJEGOWDA,M,GEN,58,BJP,2519,5
MANDYA ,Krishnarajpet,GEN,G C ASHA,F,GEN,26,IND,2232,6
MANDYA ,Krishnarajpet,GEN,MANJULAMMA,F,GEN,61,IND,1736,7
MANDYA ,Krishnarajpet,GEN,K KESHAVA,M,ST,44,BSRCP,1294,8
HASSAN ,Shravanabelagola,GEN,C.N.BALAKRISHNA,M,GEN,44,JD(S),87185,1
HASSAN ,Shravanabelagola,GEN,C.S.PUTTEGOWDA,M,GEN,63,INC,63043,2
HASSAN ,Shravanabelagola,GEN,MANJUNATH.C.N.(PATEL),M,GEN,51,BJP,1981,3
HASSAN ,Shravanabelagola,GEN,M.RAMAIAH,M,SC,50,IND,787,4
HASSAN ,Shravanabelagola,GEN,RANGASWAMY. M.R. MATHIGATTA.,M,SC,35,BSP,652,5
HASSAN ,Shravanabelagola,GEN,K. KALENAHALLY KOVI BABANNA,M,GEN,52,IND,632,6
HASSAN ,Shravanabelagola,GEN,ARJUN KUMAR .G.B.,M,GEN,29,IND,626,7
HASSAN ,Shravanabelagola,GEN,ARALAPURA MANJEGOWDA  A.N.,M,GEN,43,KRRS,422,8
HASSAN ,Shravanabelagola,GEN,DINESH.P.SHRAVANABELAGOLA,M,GEN,29,AKBRP,181,9
HASSAN ,Shravanabelagola,GEN,A.S.PREMADHARMAIAH.,F,SC,30,BSRCP,155,10
HASSAN ,Shravanabelagola,GEN,B. MOHAN KUMAR,M,SC,53,NPP,150,11
HASSAN ,Arsikere,GEN,K.M.SHIVALINGE GOWDA,M,GEN,55,JD(S),76579,1
HASSAN ,Arsikere,GEN,B.SHIVARAMU,M,GEN,63,INC,46948,2
HASSAN ,Arsikere,GEN,DR: LOKESH D.G,M,GEN,45,KJP,26312,3
HASSAN ,Arsikere,GEN,D.B.GANGADHAR DUMMENAHALLI,M,GEN,60,BJP,2464,4
HASSAN ,Arsikere,GEN,GANGADHARAPPA,M,SC,46,IND,1557,5
HASSAN ,Arsikere,GEN,KUMARA BHOVI,M,SC,47,BDBRAJP,1335,6
HASSAN ,Arsikere,GEN,JAYANNA,M,GEN,58,BSRCP,1244,7
HASSAN ,Arsikere,GEN,N.P.RAJENDRAPRASAD,M,SC,29,HND,745,8
HASSAN ,Arsikere,GEN,B.K.SOMASHEKAR,M,GEN,42,JD(U),605,9
HASSAN ,Arsikere,GEN,T.M.CHANDRASHEKARAIAH (DEVARAJ THIRUPATHIHALLI),M,SC,43,BSP,561,10
HASSAN ,Arsikere,GEN,AUTO RAVI (BONDA),M,GEN,32,IND,519,11
HASSAN ,Belur,GEN,Y.N RUDRESHA GOWDA,M,GEN,57,INC,48802,1
HASSAN ,Belur,GEN,K.S.LINGESHA,M,GEN,54,JD(S),41273,2
HASSAN ,Belur,GEN,H.M.VISWANATH,M,GEN,60,KJP,22203,3
HASSAN ,Belur,GEN,ESHWARAHALLY LAKSHMANA,M,GEN,55,BJP,10281,4
HASSAN ,Belur,GEN,GANGADHAR BAHUJAN,M,SC,33,BSP,5326,5
HASSAN ,Belur,GEN,RAMANNA,M,GEN,68,IND,1499,6
HASSAN ,Belur,GEN,CHANNEGOWDA,M,GEN,52,JD(U),1023,7
HASSAN ,Belur,GEN,BUJENDRA. B.R.,M,GEN,46,BSRCP,830,8
HASSAN ,Belur,GEN,K.G.KUMARASWAMY KANAYAKANAHALLY,M,GEN,58,IND,641,9
HASSAN ,Belur,GEN,DHANANJAYAMURTHY. K.B,M,GEN,38,SP,538,10
HASSAN ,Belur,GEN,B.C.CHANDRASHEKARA ARADYA,M,GEN,60,IND,524,11
HASSAN ,Hassan,GEN,H.S.PRAKASH,M,GEN,61,JD(S),61306,1
HASSAN ,Hassan,GEN,H.K.MAHESH,M,GEN,44,INC,57110,2
HASSAN ,Hassan,GEN,GURUPRASAD @ PICTURE PALACE GURUJI,M,GEN,41,BJP,6083,3
HASSAN ,Hassan,GEN,A.P.AHAMAD,M,GEN,67,IND,1299,4
HASSAN ,Hassan,GEN,HEMAVATHI ANANTHA,F,GEN,40,IND,942,5
HASSAN ,Hassan,GEN,KODIHALLY CHANDRASHEKAR,M,GEN,55,KRRS,901,6
HASSAN ,Hassan,GEN,S.A.IBRAHIM (SOOFI),M,GEN,36,SDPI,771,7
HASSAN ,Hassan,GEN,H.S.MANJU (BANGARI),M,GEN,40,IND,741,8
HASSAN ,Hassan,GEN,SANTOSH.U.R.,M,GEN,29,IND,572,9
HASSAN ,Hassan,GEN,RAVIKANTH.S.S. GOWDA,M,GEN,50,IND,382,10
HASSAN ,Hassan,GEN,EJAS AHMED FAROOQI,M,GEN,56,BRPP,357,11
HASSAN ,Hassan,GEN,SALIM KHAN GORUR,M,GEN,43,BSRCP,213,12
HASSAN ,Hassan,GEN,H.A.NANJE GOWDA  @ ASHOK RANGOLI,M,GEN,42,JD(U),209,13
HASSAN ,Hassan,GEN,R.G.SATISH,M,GEN,41,BPJP,173,14
HASSAN ,Holenarasipur,GEN,H.D REVANNA,M,GEN,55,JD(S),92713,1
HASSAN ,Holenarasipur,GEN,S.G. ANUPAMA,F,GEN,43,INC,62655,2
HASSAN ,Holenarasipur,GEN,M.C SHIVANNA,M,SC,40,BSP,1491,3
HASSAN ,Holenarasipur,GEN,G.T HEMANTH KUMAR,M,GEN,45,BJP,1277,4
HASSAN ,Holenarasipur,GEN,M.MAHESH ALIAS HARSHA,M,GEN,42,IND,1258,5
HASSAN ,Holenarasipur,GEN,K.R NARAYANAGOWDA,M,GEN,43,IND,817,6
HASSAN ,Holenarasipur,GEN,YAMUNA H.L.,F,GEN,41,KJP,746,7
HASSAN ,Holenarasipur,GEN,D.H SATHISHA,M,GEN,40,JD(U),494,8
HASSAN ,Holenarasipur,GEN,K.KALENAHALLI KOVI BABANNA,M,GEN,52,IND,449,9
HASSAN ,Holenarasipur,GEN,SHOBHA,F,GEN,30,BSRCP,363,10
HASSAN ,Arkalgud,GEN,MANJU A,M,GEN,55,INC,61369,1
HASSAN ,Arkalgud,GEN,A.T RAMASWAMY,M,GEN,61,JD(S),52575,2
HASSAN ,Arkalgud,GEN,H. YOGARAMESHA,M,GEN,44,IND,32477,3
HASSAN ,Arkalgud,GEN,S. PUTTASWAMY,M,GEN,61,KJP,12259,4
HASSAN ,Arkalgud,GEN,K.K YOGESHAPPA,M,GEN,49,IND,2789,5
HASSAN ,Arkalgud,GEN,B.C RAJESH,M,SC,40,BSP,2774,6
HASSAN ,Arkalgud,GEN,M.K NATARAJ,M,GEN,51,BJP,1775,7
HASSAN ,Arkalgud,GEN,H.S YOGESHA,M,GEN,30,IND,1021,8
HASSAN ,Arkalgud,GEN,SHIVAKUMAR G A,M,GEN,28,SAJP,842,9
HASSAN ,Arkalgud,GEN,MANJUNATHA,M,SC,33,BDBRAJP,819,10
HASSAN ,Arkalgud,GEN,K.B YOGEGOWDA,M,GEN,38,IND,713,11
HASSAN ,Arkalgud,GEN,RAJASHEKHARA,M,GEN,28,JD(U),444,12
HASSAN ,Arkalgud,GEN,G.S MURALIDHARA,M,GEN,30,BSRCP,405,13
HASSAN ,Sakleshpur,SC,KUMARASWAMY H.K.,M,SC,58,JD(S),63602,1
HASSAN ,Sakleshpur,SC,D. MALLESH,M,SC,60,INC,30533,2
HASSAN ,Sakleshpur,SC,UMESH BELAGODU,M,SC,45,KJP,28117,3
HASSAN ,Sakleshpur,SC,DR. H.R. NARAYANASWAMY,M,SC,46,BJP,7336,4
HASSAN ,Sakleshpur,SC,KUMARGOURAV HETHUR,M,SC,44,BSP,4424,5
HASSAN ,Sakleshpur,SC,SANJAY BABU V.,M,SC,36,IND,2069,6
HASSAN ,Sakleshpur,SC,PUTTAIAH,M,SC,68,HND,1309,7
HASSAN ,Sakleshpur,SC,VALALAHALLI VEERESHA,M,SC,46,IND,1032,8
HASSAN ,Sakleshpur,SC,R. DEVARAJU,M,SC,48,IND,815,9
HASSAN ,Sakleshpur,SC,VENKATESH,M,SC,47,JD(U),669,10
HASSAN ,Sakleshpur,SC,GANGADHARA PRASAD,M,SC,50,IND,580,11
DAKSHINA KANNADA ,Belthangady,GEN,K. VASANTHA BANGERA,M,GEN,68,INC,74530,1
DAKSHINA KANNADA ,Belthangady,GEN,RANJAN G. GOWDA,M,GEN,31,BJP,58789,2
DAKSHINA KANNADA ,Belthangady,GEN,B.M. BHAT,M,GEN,47,CPM,4532,3
DAKSHINA KANNADA ,Belthangady,GEN,RAJASHREE S. HEGDE,F,GEN,47,JD(S),2682,4
DAKSHINA KANNADA ,Belthangady,GEN,SUKHESHA  KUMAR,M,GEN,34,KJP,2673,5
DAKSHINA KANNADA ,Belthangady,GEN,CHENNAKESHAVA,M,SC,56,BSP,1747,6
DAKSHINA KANNADA ,Belthangady,GEN,VENKATESHA BENDE,M,GEN,41,JD(U),1276,7
DAKSHINA KANNADA ,Moodabidri,GEN,K ABHAYACHANDRA,M,GEN,64,INC,53180,1
DAKSHINA KANNADA ,Moodabidri,GEN,UMANATHA KOTIAN,M,GEN,53,BJP,48630,2
DAKSHINA KANNADA ,Moodabidri,GEN,AMARANATHA SHETTY K,M,GEN,73,JD(S),20471,3
DAKSHINA KANNADA ,Moodabidri,GEN,ISMAIL B,M,GEN,38,SDPI,3523,4
DAKSHINA KANNADA ,Moodabidri,GEN,ABHAYA KUMAR JAIN,M,GEN,29,IND,1650,5
DAKSHINA KANNADA ,Moodabidri,GEN,MICHEL LOBO,M,GEN,58,KJP,1354,6
DAKSHINA KANNADA ,Mangalore City North,GEN,B.A.MOHIUDDIN BAVA,M,GEN,49,INC,69897,1
DAKSHINA KANNADA ,Mangalore City North,GEN,KRISHNA.J.PALEMAR,M,GEN,57,BJP,64524,2
DAKSHINA KANNADA ,Mangalore City North,GEN,ABOOBAKKAR,M,GEN,42,SDPI,3323,3
DAKSHINA KANNADA ,Mangalore City North,GEN,RAMACHANDRA BAIKAMPADY,M,GEN,62,KJP,2104,4
DAKSHINA KANNADA ,Mangalore City North,GEN,GULAM MOHAMMED,M,GEN,44,JD(S),1808,5
DAKSHINA KANNADA ,Mangalore City North,GEN,H. VINAYA ACHARYA,M,GEN,46,IND,1536,6
DAKSHINA KANNADA ,Mangalore City North,GEN,SUPREETH KUMAR POOJARY,M,GEN,36,NCP,1136,7
DAKSHINA KANNADA ,Mangalore City North,GEN,MAXIM PINTO,M,GEN,48,IND,878,8
DAKSHINA KANNADA ,Mangalore City North,GEN,MAHABALA SHETTY BHAGAMANDLA,M,GEN,76,IND,647,9
DAKSHINA KANNADA ,Mangalore City South,GEN,J.R.LOBO,M,GEN,60,INC,67829,1
DAKSHINA KANNADA ,Mangalore City South,GEN,N. YOGISH BHAT,M,GEN,59,BJP,55554,2
DAKSHINA KANNADA ,Mangalore City South,GEN,VASANTH  ACHARI,M,GEN,47,CPM,3016,3
DAKSHINA KANNADA ,Mangalore City South,GEN,JALEEL KRISHNAPURA,M,GEN,34,SDPI,1672,4
DAKSHINA KANNADA ,Mangalore City South,GEN,S.P.CHANGAPPA,M,GEN,54,JD(S),1672,5
DAKSHINA KANNADA ,Mangalore City South,GEN,DAYANANDA SHETTY,M,GEN,58,KJP,657,6
DAKSHINA KANNADA ,Mangalore City South,GEN,HABIB KHADER,M,GEN,44,IND,401,7
DAKSHINA KANNADA ,Mangalore City South,GEN,DERICK PINTO,M,GEN,34,PPOI,377,8
DAKSHINA KANNADA ,Mangalore City South,GEN,YOGISH SHETTY JEPPU,M,GEN,39,IND,298,9
DAKSHINA KANNADA ,Mangalore City South,GEN,SACHIN HEGDE,M,GEN,44,IND,283,10
DAKSHINA KANNADA ,Mangalore City South,GEN,YOGEESH NAIK,M,GEN,30,IND,258,11
DAKSHINA KANNADA ,Mangalore City South,GEN,NOUSHAD MOHAMMED,M,GEN,34,IND,202,12
DAKSHINA KANNADA ,Mangalore City South,GEN,HARISH  ALVA,M,GEN,42,JD(U),96,13
DAKSHINA KANNADA ,Mangalore,GEN,U T KHADER,M,GEN,43,INC,69450,1
DAKSHINA KANNADA ,Mangalore,GEN,CHANDRAHAS ULLAL,M,GEN,58,BJP,40339,2
DAKSHINA KANNADA ,Mangalore,GEN,MOHAMMED AKRAM HASAN,M,GEN,43,SDPI,4808,3
DAKSHINA KANNADA ,Mangalore,GEN,K KRISHNAPPA SALIAN,M,GEN,60,CPM,3815,4
DAKSHINA KANNADA ,Mangalore,GEN,ABDUL AZIZ MALAR,M,GEN,59,JD(S),2152,5
DAKSHINA KANNADA ,Mangalore,GEN,BAVA MOHAMMED,M,GEN,64,IND,810,6
DAKSHINA KANNADA ,Mangalore,GEN,K RAVEENDRA SHETTY,M,GEN,42,KJP,729,7
DAKSHINA KANNADA ,Mangalore,GEN,MAHAMMED HANEEF,M,GEN,57,IND,644,8
DAKSHINA KANNADA ,Mangalore,GEN,FAROOQ U.H,M,GEN,44,IND,514,9
DAKSHINA KANNADA ,Mangalore,GEN,KABHEER ULLALA,M,GEN,47,IND,402,10
DAKSHINA KANNADA ,Mangalore,GEN,ALFRED D'SOUZA,M,GEN,53,IND,387,11
DAKSHINA KANNADA ,Mangalore,GEN,ABDUL RAHIMAN,M,GEN,40,IND,263,12
DAKSHINA KANNADA ,Mangalore,GEN,T ISMAIL,M,GEN,53,IND,248,13
DAKSHINA KANNADA ,Mangalore,GEN,IBRAHIM,M,GEN,44,IND,200,14
DAKSHINA KANNADA ,Mangalore,GEN,HAMEED ULLAL,M,GEN,51,JD(U),166,15
DAKSHINA KANNADA ,Bantval,GEN,B.RAMANATHA RAI,M,GEN,61,INC,81665,1
DAKSHINA KANNADA ,Bantval,GEN,RAJESH NAIK ULIPADY,M,GEN,55,BJP,63815,2
DAKSHINA KANNADA ,Bantval,GEN,ADVOCATE ABDUL MAJID,M,GEN,42,SDPI,6113,3
DAKSHINA KANNADA ,Bantval,GEN,KRISHNAPPA POOJARY KALLADKA,M,GEN,40,JD(S),1927,4
DAKSHINA KANNADA ,Bantval,GEN,LOLAKSHA,M,GEN,51,RPI(A),1511,5
DAKSHINA KANNADA ,Bantval,GEN,IBRAHIM KAILARA,M,GEN,40,KJP,1157,6
DAKSHINA KANNADA ,Puttur,GEN,SHAKUNTALA T SHETTY,F,GEN,66,INC,66345,1
DAKSHINA KANNADA ,Puttur,GEN,SANJEEVA MATANDOOR,M,GEN,52,BJP,62056,2
DAKSHINA KANNADA ,Puttur,GEN,DINESH B N,M,GEN,38,JD(S),6625,3
DAKSHINA KANNADA ,Puttur,GEN,ABUBAKKAR SIDDIK,M,GEN,36,SDPI,4442,4
DAKSHINA KANNADA ,Puttur,GEN,SHEKAR MADAVU,M,GEN,34,IND,1834,5
DAKSHINA KANNADA ,Puttur,GEN,JAYARAM BHAT A MADAVU,M,GEN,53,KJP,1506,6
DAKSHINA KANNADA ,Sullia,SC,ANGARA. S,M,SC,49,BJP,65913,1
DAKSHINA KANNADA ,Sullia,SC,DR. B. RAGHU,M,SC,58,INC,64540,2
DAKSHINA KANNADA ,Sullia,SC,NANDARAJ SANKESH,M,SC,51,JD(S),8551,3
DAKSHINA KANNADA ,Sullia,SC,M. KOOSAPPA,M,SC,44,SDPI,2569,4
DAKSHINA KANNADA ,Sullia,SC,G. KUNHIRAMAN,M,SC,61,IND,1380,5
DAKSHINA KANNADA ,Sullia,SC,CHANDRAVATHI,F,SC,40,KJP,1001,6
DAKSHINA KANNADA ,Sullia,SC,A. ANGARA,M,SC,43,IND,725,7
DAKSHINA KANNADA ,Sullia,SC,K. KUSHALA BELLARE,M,SC,62,IND,705,8
DAKSHINA KANNADA ,Sullia,SC,KARUNESH. S,M,SC,63,IND,682,9
KODAGU ,Madikeri,GEN,APPACHU (RANJAN) M.P,M,GEN,56,BJP,56696,1
KODAGU ,Madikeri,GEN,B.A.JIVIJAYA,M,GEN,75,JD(S),52067,2
KODAGU ,Madikeri,GEN,K.M.LOKESH,M,GEN,48,INC,32313,3
KODAGU ,Madikeri,GEN,N.N.SHAMBHULINGAPPA,M,GEN,38,KJP,5714,4
KODAGU ,Madikeri,GEN,HARISH PUVAIAH,M,GEN,43,IND,1537,5
KODAGU ,Madikeri,GEN,S.P.MAHADEVAPPA,M,GEN,67,BSP,1294,6
KODAGU ,Madikeri,GEN,K.M.BASHEER (K.C),M,GEN,45,JD(U),694,7
KODAGU ,Madikeri,GEN,SANTHOSH KUMAR M.V.(YASH),M,GEN,32,IND,681,8
KODAGU ,Madikeri,GEN,NAGESH C.V.,M,GEN,43,IND,679,9
KODAGU ,Madikeri,GEN,DR.B.C.NANJAPPA,M,GEN,47,IND,618,10
KODAGU ,Madikeri,GEN,RAFEEK,M,GEN,28,IND,534,11
KODAGU ,Madikeri,GEN,D.N.VANAJAKSHI NIRVANAPPA,F,SC,41,CPIM,513,12
KODAGU ,Madikeri,GEN,NIZAMUDDIN M.A.,M,GEN,32,IND,276,13
KODAGU ,Madikeri,GEN,GURUPRASAD D.S.,M,GEN,36,IND,240,14
KODAGU ,Virajpet,GEN,K.G.BOPAIAH,M,GEN,58,BJP,67250,1
KODAGU ,Virajpet,GEN,BIDDATANDA.T.PRADEEP,M,GEN,52,INC,63836,2
KODAGU ,Virajpet,GEN,DAMBEKODI MADAPPA,M,GEN,69,JD(S),5880,3
KODAGU ,Virajpet,GEN,VIJAYASINGH.R.DAVID,M,GEN,59,IND,2140,4
KODAGU ,Virajpet,GEN,AIYAPPA.M.N.,M,GEN,32,BSRCP,972,5
KODAGU ,Virajpet,GEN,MARANNA DILIPKUMAR,M,SC,67,IND,685,6
KODAGU ,Virajpet,GEN,S.D.UDAYA,M,GEN,48,IND,662,7
KODAGU ,Virajpet,GEN,USMAN.K.A,M,GEN,37,SDPI,527,8
KODAGU ,Virajpet,GEN,CHANGAPPA,M,GEN,50,CPIM,425,9
MYSORE ,Periyapatna,GEN,K.VENKATESH,M,GEN,65,INC,62045,1
MYSORE ,Periyapatna,GEN,K.MAHADEV,M,GEN,58,JD(S),59957,2
MYSORE ,Periyapatna,GEN,H.D.GANESH,M,GEN,55,BSRCP,5669,3
MYSORE ,Periyapatna,GEN,R.T. SATHISH,M,GEN,52,BJP,3731,4
MYSORE ,Periyapatna,GEN,KRISHNA,M,SC,70,BSP,2087,5
MYSORE ,Periyapatna,GEN,K.S.SHASHIKUMAR,M,GEN,36,IND,1335,6
MYSORE ,Periyapatna,GEN,H.C.BASAVARAJU,M,GEN,69,KJP,827,7
MYSORE ,Periyapatna,GEN,NARAYANA,M,GEN,31,SAJP,656,8
MYSORE ,Krishnarajanagara,GEN,SA.RA.MAHESH,M,GEN,47,JD(S),81457,1
MYSORE ,Krishnarajanagara,GEN,DODDASWAMEGOWDA,M,GEN,61,INC,66405,2
MYSORE ,Krishnarajanagara,GEN,BASANT .K.N,M,GEN,39,KJP,3827,3
MYSORE ,Krishnarajanagara,GEN,M.P.KUMARA,M,GEN,47,BJP,1860,4
