District,Constituency,Constituency Category,Candidate,Gender,Candidate Category,Age,Party,Votes,Position
B.B.M.P(SOUTH) ,Govindraj Nagar,GEN,B.S. VIJAYAKUMAR,M,GEN,65,SJPA,313,9
B.B.M.P(SOUTH) ,Govindraj Nagar,GEN,ABHIMANI NARENDRA,M,GEN,55,IND,255,10
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,M.KRISHNAPPA,M,GEN,61,INC,76891,1
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,V.SOMANNA,M,GEN,61,BJP,44249,2
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,B.S. KANYAKUMARI,F,GEN,56,JD(S),4253,3
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,B.S.VAGESH PRASAD,M,GEN,51,KJP,1791,4
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,M.MUKUNDA,M,SC,63,IND,819,5
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,K.S.VANAJAMBA,F,GEN,74,LSP,778,6
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,GANESH SHANBHOGUE,M,GEN,57,IND,606,7
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,JAYAKUMAR.C.N,M,SC,36,BSP,553,8
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,M. KRISHNAPPA,M,GEN,53,IND,343,9
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,R.RAMESH,M,GEN,46,IND,328,10
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,M.RAJU,M,GEN,45,IND,321,11
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,PRASHANTH.N,M,GEN,43,IND,267,12
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,MURALIDHARA.D.J,M,SC,48,NPP,256,13
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,YADAVI.K.M,F,GEN,36,BSRCP,231,14
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,ZAKIR HUSSAIN KHAN,M,GEN,25,IND,212,15
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,BALAKRISHNA.R.K.RAJU,M,GEN,47,IND,210,16
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,SYED FAROOQ,M,GEN,34,IND,206,17
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,SHAIK SARDAR,M,GEN,58,IND,169,18
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,ARVIND.B.PATIL,M,GEN,33,IND,136,19
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,HARSHA MUTALIK,M,GEN,27,JD(U),133,20
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,S.SIDDARAJU,M,SC,43,RPI,132,21
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,C.K.RAVI,M,SC,41,BDBRAJP,93,22
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,SYED SABEER,M,GEN,37,IND,83,23
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,SYED ULLA HABIB,M,GEN,60,IND,73,24
B.B.M.P(SOUTH) ,Vijay Nagar,GEN,DR|| SYED THASADUK  AHAMED,M,GEN,37,IND,64,25
B.B.M.P(CENTRAL) ,Chamrajpet,GEN,B.Z.ZAMEER AHMED KHAN,M,GEN,48,JD(S),56339,1
B.B.M.P(CENTRAL) ,Chamrajpet,GEN,G.A.BAVA,M,GEN,63,INC,26177,2
B.B.M.P(CENTRAL) ,Chamrajpet,GEN,B.V.GANESH,M,GEN,58,BJP,17720,3
B.B.M.P(CENTRAL) ,Chamrajpet,GEN,USMAN BAIG,M,GEN,54,SDP,2942,4
B.B.M.P(CENTRAL) ,Chamrajpet,GEN,SUBRAMANI.T,M,GEN,42,IND,917,5
B.B.M.P(CENTRAL) ,Chamrajpet,GEN,SHAHTAJ KHANAM,F,GEN,41,KJP,638,6
B.B.M.P(CENTRAL) ,Chamrajpet,GEN,M.SHIVA KUMAR,M,GEN,38,IND,458,7
B.B.M.P(CENTRAL) ,Chamrajpet,GEN,C.B.K. RAMA,M,SC,37,IND,388,8
B.B.M.P(CENTRAL) ,Chamrajpet,GEN,ANNAPPA.K,M,SC,25,IND,330,9
B.B.M.P(CENTRAL) ,Chamrajpet,GEN,K.MANI,M,SC,48,IND,320,10
B.B.M.P(CENTRAL) ,Chamrajpet,GEN,SYED KHADEER,M,GEN,48,IND,280,11
B.B.M.P(CENTRAL) ,Chamrajpet,GEN,B.V.GANESH,M,GEN,42,IND,250,12
B.B.M.P(CENTRAL) ,Chamrajpet,GEN,S.N.HARISH NARAYAN,M,GEN,37,IND,209,13
B.B.M.P(CENTRAL) ,Chamrajpet,GEN,B.S.GOWDA,M,GEN,32,JD(U),161,14
B.B.M.P(CENTRAL) ,Chamrajpet,GEN,SYED ASLAM,M,GEN,40,NPP,135,15
B.B.M.P(CENTRAL) ,Chamrajpet,GEN,AMJAD KHAN,M,GEN,35,IND,110,16
B.B.M.P(CENTRAL) ,Chamrajpet,GEN,ASIF PASHA,M,GEN,35,IND,101,17
B.B.M.P(CENTRAL) ,Chamrajpet,GEN,C.B.ABDUL SAB,M,GEN,46,IND,79,18
B.B.M.P(CENTRAL) ,Chamrajpet,GEN,B.K.ASLAM KHAN,M,GEN,39,IND,65,19
B.B.M.P(CENTRAL) ,Chamrajpet,GEN,ASGAR-A-MAHEEN.S.M,M,GEN,44,IND,60,20
B.B.M.P(CENTRAL) ,Chickpet,GEN,R.V. DEVRAJ,M,GEN,55,INC,44714,1
B.B.M.P(CENTRAL) ,Chickpet,GEN,UDAY.B.GARUDACHAR,M,GEN,53,BJP,31655,2
B.B.M.P(CENTRAL) ,Chickpet,GEN,M.C. NARAYANA GOWDA,M,GEN,61,JD(S),24382,3
B.B.M.P(CENTRAL) ,Chickpet,GEN,MUJAHID PASHA.A,M,GEN,31,SDPI,4821,4
B.B.M.P(CENTRAL) ,Chickpet,GEN,KHAMAR TAJ,F,GEN,38,KJP,953,5
B.B.M.P(CENTRAL) ,Chickpet,GEN,M.K. SHANMUGARAJ,M,SC,44,IND,454,6
B.B.M.P(CENTRAL) ,Chickpet,GEN,R. NAGARAJA,M,GEN,55,IND,396,7
B.B.M.P(CENTRAL) ,Chickpet,GEN,S. PADMANABHA,M,GEN,64,IND,327,8
B.B.M.P(CENTRAL) ,Chickpet,GEN,K. RAVICHANDRA RAO,M,GEN,42,IND,258,9
B.B.M.P(CENTRAL) ,Chickpet,GEN,R. VASANTH KUMAR,M,GEN,43,IND,235,10
B.B.M.P(CENTRAL) ,Chickpet,GEN,K.S. BABU,M,GEN,60,IND,139,11
B.B.M.P(CENTRAL) ,Chickpet,GEN,AMBROSE D'MELLO,M,GEN,45,IND,133,12
B.B.M.P(CENTRAL) ,Chickpet,GEN,ABDUL ALEEM TURABI,M,GEN,51,IND,113,13
B.B.M.P(CENTRAL) ,Chickpet,GEN,ASGAR 'A' MAHEEN.S.M,M,GEN,44,IND,89,14
B.B.M.P(CENTRAL) ,Chickpet,GEN,KURAM PASHA,M,GEN,36,IND,74,15
B.B.M.P(CENTRAL) ,Chickpet,GEN,M. ADHI MULAM,M,GEN,38,IND,71,16
B.B.M.P(SOUTH) ,Basavanagudi,GEN,RAVI SUBRAMANYA.L.A.,M,GEN,55,BJP,43876,1
B.B.M.P(SOUTH) ,Basavanagudi,GEN,K.BAGEGOWDA,M,GEN,56,JD(S),24163,2
B.B.M.P(SOUTH) ,Basavanagudi,GEN,B.K.CHANDRASHEKAR,M,GEN,76,INC,21588,3
B.B.M.P(SOUTH) ,Basavanagudi,GEN,SHANTHALA DHAMLE,F,GEN,40,LSP,9071,4
B.B.M.P(SOUTH) ,Basavanagudi,GEN,RAVIKIRAN,M,GEN,55,KJP,1741,5
B.B.M.P(SOUTH) ,Basavanagudi,GEN,SHIVAKUMAR.V.,M,GEN,32,IND,528,6
B.B.M.P(SOUTH) ,Basavanagudi,GEN,L.RAMESH,M,SC,39,BSP,481,7
B.B.M.P(SOUTH) ,Basavanagudi,GEN,K.N.CHANDRASHEKAR,M,GEN,35,IND,333,8
B.B.M.P(SOUTH) ,Basavanagudi,GEN,V.NANJUNDA,M,SC,31,LJP,286,9
B.B.M.P(SOUTH) ,Basavanagudi,GEN,K.N.VENKATESH,M,GEN,49,IND,281,10
B.B.M.P(SOUTH) ,Basavanagudi,GEN,N.RAVI,M,GEN,50,SUCI,253,11
B.B.M.P(SOUTH) ,Basavanagudi,GEN,YOGESH,M,GEN,30,IND,243,12
B.B.M.P(SOUTH) ,Basavanagudi,GEN,DR.NAGESH.M.N.,M,GEN,46,IND,200,13
B.B.M.P(SOUTH) ,Basavanagudi,GEN,T.K.PREMKUMAR,M,GEN,49,PPOI,168,14
B.B.M.P(SOUTH) ,Basavanagudi,GEN,GOPAL.K.,M,GEN,38,IND,158,15
B.B.M.P(SOUTH) ,Basavanagudi,GEN,DR.KODUR VENKATESH,M,GEN,51,IND,110,16
B.B.M.P(SOUTH) ,Basavanagudi,GEN,N.HEMANTH KUMAR GOWDA,M,GEN,33,JD(U),88,17
B.B.M.P(SOUTH) ,Basavanagudi,GEN,ARUNKUMAR.P.,M,GEN,42,IND,79,18
B.B.M.P(SOUTH) ,Padmanaba Nagar,GEN,R ASHOKA,M,GEN,55,BJP,53680,1
B.B.M.P(SOUTH) ,Padmanaba Nagar,GEN,L.S.CHETHAN GOWDA,M,GEN,30,INC,33557,2
B.B.M.P(SOUTH) ,Padmanaba Nagar,GEN,DR.M.R.V.PRASAD,M,GEN,62,JD(S),26272,3
B.B.M.P(SOUTH) ,Padmanaba Nagar,GEN,SYED ANSAR,M,GEN,47,IND,3531,4
B.B.M.P(SOUTH) ,Padmanaba Nagar,GEN,S.N.SREERAMA,M,GEN,62,KJP,3089,5
B.B.M.P(SOUTH) ,Padmanaba Nagar,GEN,SUMITRA IYENGAR,F,GEN,56,LSP,2880,6
B.B.M.P(SOUTH) ,Padmanaba Nagar,GEN,RAJKATTE MANJUNATH N,M,GEN,39,IND,2386,7
B.B.M.P(SOUTH) ,Padmanaba Nagar,GEN,ABDUL RAZACK KHAN,M,GEN,36,BSP,1229,8
B.B.M.P(SOUTH) ,Padmanaba Nagar,GEN,SYED ZUBAIR,M,GEN,33,IND,395,9
B.B.M.P(SOUTH) ,Padmanaba Nagar,GEN,WG CDR G.B.ATHRI (RETD),M,GEN,58,IND,335,10
B.B.M.P(SOUTH) ,Padmanaba Nagar,GEN,K.C.SRINIVASA,M,GEN,32,IND,266,11
B.B.M.P(SOUTH) ,Padmanaba Nagar,GEN,T.S.SRIDHAR,M,GEN,44,IND,223,12
B.B.M.P(SOUTH) ,Padmanaba Nagar,GEN,SANTHOSH G,M,GEN,40,JD(U),203,13
B.B.M.P(SOUTH) ,Padmanaba Nagar,GEN,S.LAKSHMI NARAYANA,M,SC,40,IND,168,14
B.B.M.P(SOUTH) ,Padmanaba Nagar,GEN,H.C. KRISHNAMURTHY,M,GEN,52,IND,139,15
B.B.M.P(SOUTH) ,B.t.m layout,GEN,RAMALINGAREDDY,M,GEN,60,INC,69712,1
B.B.M.P(SOUTH) ,B.t.m layout,GEN,N. SUDHAKAR,M,GEN,36,BJP,20664,2
B.B.M.P(SOUTH) ,B.t.m layout,GEN,J. RAMESH REDDY,M,GEN,36,JD(S),8346,3
B.B.M.P(SOUTH) ,B.t.m layout,GEN,RAVI KRISHNA REDDY,M,GEN,38,LSP,6596,4
B.B.M.P(SOUTH) ,B.t.m layout,GEN,SRINIVASA,M,GEN,38,KJP,1902,5
B.B.M.P(SOUTH) ,B.t.m layout,GEN,R. RAVINDRAKUMAR,M,GEN,51,IND,1324,6
B.B.M.P(SOUTH) ,B.t.m layout,GEN,HARIRAM .A,M,SC,35,BSP,1311,7
B.B.M.P(SOUTH) ,B.t.m layout,GEN,MOHAMMED SADIQ,M,GEN,33,IND,322,8
B.B.M.P(SOUTH) ,B.t.m layout,GEN,THYAGARAJ,M,SC,28,BDBRAJP,309,9
B.B.M.P(SOUTH) ,Jayanagar,GEN,B.N. VIJAYAKUMAR,M,GEN,54,BJP,43990,1
B.B.M.P(SOUTH) ,Jayanagar,GEN,M.C.VENUGOPAL,M,GEN,52,INC,31678,2
B.B.M.P(SOUTH) ,Jayanagar,GEN,K.S.SAMEEULLA,M,GEN,50,JD(S),12097,3
B.B.M.P(SOUTH) ,Jayanagar,GEN,ROHITH PATEL,M,GEN,28,LSP,2182,4
B.B.M.P(SOUTH) ,Jayanagar,GEN,RAVIKUMAR.V.,M,GEN,42,KJP,1457,5
B.B.M.P(SOUTH) ,Jayanagar,GEN,MAASTHI ZAKIR ALI KHAN,M,GEN,44,IND,745,6
B.B.M.P(SOUTH) ,Jayanagar,GEN,LAKSHMINARAYANA.,M,GEN,59,IND,667,7
B.B.M.P(SOUTH) ,Jayanagar,GEN,SUNIL KUMAR. S,M,GEN,28,IND,538,8
B.B.M.P(SOUTH) ,Jayanagar,GEN,SHASHIKALA,F,SC,39,BSP,434,9
B.B.M.P(SOUTH) ,Jayanagar,GEN,C.K.RAVI CHANDRA,M,GEN,52,IND,369,10
B.B.M.P(SOUTH) ,Jayanagar,GEN,MANJUNATHA.N,M,SC,25,IND,309,11
B.B.M.P(SOUTH) ,Jayanagar,GEN,MAGIC RAMESH,M,GEN,53,IND,216,12
B.B.M.P(SOUTH) ,Jayanagar,GEN,DR KODUR VENKATESH,M,GEN,51,IND,214,13
B.B.M.P(SOUTH) ,Jayanagar,GEN,MOHAMMED KALEEMULLA,M,GEN,42,RCMP,168,14
B.B.M.P(SOUTH) ,Jayanagar,GEN,RAJESH.K.,M,GEN,39,BSRCP,157,15
B.B.M.P(SOUTH) ,Jayanagar,GEN,MOULA.,M,GEN,44,IND,142,16
B.B.M.P(SOUTH) ,Jayanagar,GEN,DILIP RAJ,M,GEN,37,IND,107,17
B.B.M.P(SOUTH) ,Jayanagar,GEN,AJMAL PASHA,M,GEN,27,IND,95,18
BANGALORE URBAN ,Mahadevapura,SC,ARVIND LIMBAVALI,M,SC,46,BJP,110244,1
BANGALORE URBAN ,Mahadevapura,SC,A.C.SRINIVAS,M,SC,46,INC,104095,2
BANGALORE URBAN ,Mahadevapura,SC,N.GOVARDHAN,M,SC,48,JD(S),5604,3
BANGALORE URBAN ,Mahadevapura,SC,R.L.SRINIVASA,M,SC,28,IND,1729,4
BANGALORE URBAN ,Mahadevapura,SC,MAYUR PATEL,M,SC,31,BSRCP,1532,5
BANGALORE URBAN ,Mahadevapura,SC,MUNIYAPPA,M,SC,47,KJP,1393,6
BANGALORE URBAN ,Mahadevapura,SC,VENKATESH.N,M,SC,42,BSP,786,7
BANGALORE URBAN ,Mahadevapura,SC,MUNIRAJA.P,M,SC,40,IND,467,8
BANGALORE URBAN ,Mahadevapura,SC,M.MANJUNATH,M,SC,52,BDBRAJP,461,9
BANGALORE URBAN ,Mahadevapura,SC,NAGESH.T,M,SC,38,IND,438,10
B.B.M.P(SOUTH) ,Bommanahalli,GEN,SATHISH REDDY.M,M,GEN,41,BJP,86552,1
B.B.M.P(SOUTH) ,Bommanahalli,GEN,NAGABHUSHANA.C,M,GEN,46,INC,60700,2
B.B.M.P(SOUTH) ,Bommanahalli,GEN,DR.ASHWIN MAHESH,M,GEN,43,LSP,11915,3
B.B.M.P(SOUTH) ,Bommanahalli,GEN,R.SHARASCHANDRA(BABU),M,GEN,50,JD(S),10621,4
B.B.M.P(SOUTH) ,Bommanahalli,GEN,B.RAMESH REDDY,M,GEN,40,KJP,1832,5
B.B.M.P(SOUTH) ,Bommanahalli,GEN,YOGESH DEVARAJ,M,GEN,44,IND,1161,6
B.B.M.P(SOUTH) ,Bommanahalli,GEN,AFSAR PASHA,M,GEN,30,BSP,763,7
B.B.M.P(SOUTH) ,Bommanahalli,GEN,NAGABHUSHAN.R,M,GEN,38,IND,472,8
B.B.M.P(SOUTH) ,Bommanahalli,GEN,SRINIVAS.S.T,M,GEN,32,BSRCP,433,9
B.B.M.P(SOUTH) ,Bommanahalli,GEN,S.N.JAGADISH REDDY,M,GEN,36,IND,285,10
BANGALORE URBAN ,Bangalore South,GEN,M. KRISHNAPPA,M,GEN,50,BJP,102207,1
BANGALORE URBAN ,Bangalore South,GEN,R. PRABHAKARA REDDY,M,GEN,42,JD(S),72045,2
BANGALORE URBAN ,Bangalore South,GEN,DR.TEJASWINI GOWDA,F,GEN,46,INC,63849,3
BANGALORE URBAN ,Bangalore South,GEN,JAGADISH REDDY,M,GEN,34,KJP,3936,4
BANGALORE URBAN ,Bangalore South,GEN,MURALI MOHAN,M,GEN,47,IND,1975,5
BANGALORE URBAN ,Bangalore South,GEN,VASANTH,M,SC,43,BSP,1363,6
BANGALORE URBAN ,Bangalore South,GEN,G.A. GREGORY,M,GEN,46,IND,1347,7
BANGALORE URBAN ,Bangalore South,GEN,E KRISHNAPPA,M,SC,42,IND,1040,8
BANGALORE URBAN ,Bangalore South,GEN,A. CHOWARAPPA,M,GEN,48,IND,691,9
BANGALORE URBAN ,Bangalore South,GEN,T.N KAMAL,M,GEN,29,IND,639,10
BANGALORE URBAN ,Bangalore South,GEN,N.S. RAVICHANDRA,M,GEN,33,BSRCP,509,11
BANGALORE URBAN ,Bangalore South,GEN,K GURURAJ,M,GEN,33,IND,407,12
BANGALORE URBAN ,Bangalore South,GEN,ASHISH KAPUR,M,GEN,40,IND,394,13
BANGALORE URBAN ,Bangalore South,GEN,SUNDARAPPA,M,GEN,61,JD(U),335,14
BANGALORE URBAN ,Anekal,SC,SHIVANNA B.,M,SC,46,INC,105464,1
BANGALORE URBAN ,Anekal,SC,A. NARAYANASWAMY,M,SC,54,BJP,65282,2
BANGALORE URBAN ,Anekal,SC,ANEKAL KESHAVA,M,SC,34,JD(S),7307,3
BANGALORE URBAN ,Anekal,SC,R. KRISHNAMURTHY,M,SC,59,KJP,2369,4
BANGALORE URBAN ,Anekal,SC,D. MAHADESH,M,SC,38,CPM,1923,5
BANGALORE URBAN ,Anekal,SC,SRINIVASA P.,M,SC,34,BSP,1365,6
BANGALORE URBAN ,Anekal,SC,A. NARAYANASWAMY,M,SC,34,IND,1000,7
BANGALORE URBAN ,Anekal,SC,MANJUNATHA,M,SC,35,BSRCP,885,8
BANGALORE URBAN ,Anekal,SC,SUKUNDHA V.,M,SC,32,KRRS,436,9
BANGALORE URBAN ,Anekal,SC,GOPINATHA G.M.,M,SC,31,IND,430,10
BANGALORE RURAL ,Hosakote,GEN,M.T.B. NAGARAJ,M,GEN,61,INC,85238,1
BANGALORE RURAL ,Hosakote,GEN,B N BACHEGOWDA,M,GEN,71,BJP,78099,2
BANGALORE RURAL ,Hosakote,GEN,V.SRIDHAR,M,GEN,38,JD(S),1304,3
BANGALORE RURAL ,Hosakote,GEN,UPENDRA MADIGA,M,SC,30,BSP,474,4
BANGALORE RURAL ,Hosakote,GEN,A.N.BACHE GOWDA,M,GEN,57,IND,280,5
BANGALORE RURAL ,Hosakote,GEN,H.R. SHANKAR,M,GEN,53,IND,247,6
BANGALORE RURAL ,Hosakote,GEN,N. NAGARAJ (N.T.B),M,ST,37,IND,225,7
BANGALORE RURAL ,Hosakote,GEN,T.V.MANJUNATHA GOWDA,M,GEN,42,IND,223,8
BANGALORE RURAL ,Hosakote,GEN,B.N.ANANDA,M,GEN,42,IND,125,9
BANGALORE RURAL ,Hosakote,GEN,M.PREMSAGAR,M,GEN,35,IND,92,10
BANGALORE RURAL ,Hosakote,GEN,ANANDA .M.G,M,GEN,46,IND,88,11
BANGALORE RURAL ,Devanahalli,SC,PILLA MUNISHAMAPPA,M,SC,48,JD(S),70323,1
BANGALORE RURAL ,Devanahalli,SC,VENKATASWAMY,M,SC,43,INC,68381,2
BANGALORE RURAL ,Devanahalli,SC,G CHANDRANNA,M,SC,59,BJP,9418,3
BANGALORE RURAL ,Devanahalli,SC,VENKATESH P,M,SC,42,BSP,1283,4
BANGALORE RURAL ,Devanahalli,SC,D R NARAYANASWAMY,M,SC,39,BSRCP,1201,5
BANGALORE RURAL ,Devanahalli,SC,A HANUMANTHAPPA,M,SC,53,KJP,929,6
BANGALORE RURAL ,Devanahalli,SC,K S SWAMY,M,SC,36,IND,865,7
BANGALORE RURAL ,Devanahalli,SC,SHIVAPPA M,M,SC,34,IND,419,8
BANGALORE RURAL ,Devanahalli,SC,RAMA NAIK,M,SC,63,IND,297,9
BANGALORE RURAL ,Devanahalli,SC,AKKAYAMMA,F,SC,45,IND,234,10
BANGALORE RURAL ,Devanahalli,SC,D MUNIRAJU,M,SC,54,IND,197,11
BANGALORE RURAL ,Doddaballapur,GEN,T.VENKATARAMANAIAH (APPAKARANAHALLI T.VENKATESH),M,GEN,52,INC,38877,1
BANGALORE RURAL ,Doddaballapur,GEN,B MUNEGOWDA,M,GEN,57,IND,37430,2
BANGALORE RURAL ,Doddaballapur,GEN,C.CHANNIGAPPA,M,GEN,69,JD(S),34628,3
BANGALORE RURAL ,Doddaballapur,GEN,J.NARASHIMASWAMY,M,GEN,66,BJP,32753,4
BANGALORE RURAL ,Doddaballapur,GEN,V.NAGENDRA PRASAD,M,GEN,38,KJP,1517,5
BANGALORE RURAL ,Doddaballapur,GEN,PURUSHOTHAMA,M,SC,38,BSP,1439,6
BANGALORE RURAL ,Doddaballapur,GEN,R CHANDRA THEJASWI,M,GEN,52,CPM,984,7
BANGALORE RURAL ,Doddaballapur,GEN,KUMARA,M,ST,44,BSRCP,674,8
BANGALORE RURAL ,Nelamangala,SC,DR K SRINIVASAMURTHY,M,SC,52,JD(S),60492,1
BANGALORE RURAL ,Nelamangala,SC,ANJANAMURTHY,M,SC,72,INC,45389,2
BANGALORE RURAL ,Nelamangala,SC,M V NAGARAJU,M,SC,52,BJP,19368,3
BANGALORE RURAL ,Nelamangala,SC,CHELUVARAJU H P,M,SC,51,KJP,9821,4
BANGALORE RURAL ,Nelamangala,SC,DR C HANUMAIAH,M,SC,73,BSP,857,5
BANGALORE RURAL ,Nelamangala,SC,B V SATISHCHANDRA,M,SC,77,IND,646,6
BANGALORE RURAL ,Nelamangala,SC,DR CHOWDAIAH,M,SC,58,IND,480,7
BANGALORE RURAL ,Nelamangala,SC,B C RAMANNA,M,SC,45,IND,456,8
BANGALORE RURAL ,Nelamangala,SC,ANJANAMURTHY,M,SC,30,IND,436,9
BANGALORE RURAL ,Nelamangala,SC,SRINIVASA G M,M,SC,36,IND,319,10
BANGALORE RURAL ,Nelamangala,SC,B RAMAIAH,M,SC,41,BSRCP,288,11
BANGALORE RURAL ,Nelamangala,SC,GANGABYLAPPA,M,SC,50,BDBRAJP,286,12
BANGALORE RURAL ,Nelamangala,SC,PUJAPPA N G,M,SC,43,IND,252,13
BANGALORE RURAL ,Nelamangala,SC,LEPAKSHA S,M,SC,37,JD(U),210,14
BANGALORE RURAL ,Nelamangala,SC,THIRUMALAIAH,M,SC,62,IND,209,15
BANGALORE RURAL ,Nelamangala,SC,G KUMARA,M,SC,28,IND,155,16
RAMANAGARAM ,Magadi,GEN,H.C.BALAKRISHNA,M,GEN,48,JD(S),74821,1
RAMANAGARAM ,Magadi,GEN,A.MANJUNATH,M,GEN,39,INC,60462,2
RAMANAGARAM ,Magadi,GEN,H.M.KIRSHNAMURTHY,M,GEN,55,KJP,27143,3
RAMANAGARAM ,Magadi,GEN,C.K.JAGADISH PRASAD,M,GEN,35,BJP,1604,4
RAMANAGARAM ,Magadi,GEN,A.G.KRISHNAMURTHY,M,SC,49,BDBRAJP,1228,5
RAMANAGARAM ,Magadi,GEN,M.T.RAVIKUMAR,M,GEN,31,IND,1069,6
RAMANAGARAM ,Magadi,GEN,V.RAJASHEKSHAR,M,SC,27,IND,869,7
RAMANAGARAM ,Magadi,GEN,JAFFER PASHA,M,GEN,46,BSP,515,8
RAMANAGARAM ,Magadi,GEN,K.RAMESHA,M,GEN,29,JD(U),434,9
RAMANAGARAM ,Magadi,GEN,T.HOMBEGOWDA,M,GEN,39,IND,392,10
RAMANAGARAM ,Magadi,GEN,T.M.GANGAIAH,M,GEN,31,IND,297,11
RAMANAGARAM ,Magadi,GEN,BALAKRISHNA,M,GEN,35,IND,288,12
RAMANAGARAM ,Magadi,GEN,N.MANJUNATH,M,GEN,30,IND,274,13
RAMANAGARAM ,Magadi,GEN,H.L.BALAKRISHNA,M,GEN,40,IND,268,14
RAMANAGARAM ,Magadi,GEN,R.RANGASWAMI,M,SC,34,IND,217,15
RAMANAGARAM ,Magadi,GEN,MAHAMAD APSAR PASHA,M,GEN,53,IND,185,16
RAMANAGARAM ,Ramanagaram,GEN,H D KUMARA SWAMY,M,GEN,53,JD(S),83447,1
RAMANAGARAM ,Ramanagaram,GEN,MARIDEVARU,M,GEN,46,INC,58049,2
RAMANAGARAM ,Ramanagaram,GEN,SHIVAMADHU,M,GEN,50,BJP,1776,3
RAMANAGARAM ,Ramanagaram,GEN,FAIROZ ALI KHAN,M,GEN,46,SDPI,1368,4
RAMANAGARAM ,Ramanagaram,GEN,G P SHANKAREGOWDA,M,GEN,32,IND,1140,5
RAMANAGARAM ,Ramanagaram,GEN,RAVIKUMAR,M,GEN,50,IND,1067,6
RAMANAGARAM ,Ramanagaram,GEN,S R NAGARAJU,M,GEN,53,KJP,468,7
RAMANAGARAM ,Ramanagaram,GEN,MARIDEVARU,M,GEN,48,IND,430,8
RAMANAGARAM ,Ramanagaram,GEN,S. JAYARAM,M,SC,53,BDBRAJP,302,9
RAMANAGARAM ,Ramanagaram,GEN,M.P.MUNAVAR  SHARIF,M,GEN,55,IND,227,10
RAMANAGARAM ,Ramanagaram,GEN,PUTTASWAMACHARI,M,GEN,72,IND,217,11
RAMANAGARAM ,Ramanagaram,GEN,H S THEERTHA PRASAD,M,GEN,30,BSRCP,214,12
RAMANAGARAM ,Kanakapura,GEN,D.K. SHIVAKUMAR,M,GEN,51,INC,100007,1
RAMANAGARAM ,Kanakapura,GEN,P.G.R SINDHIA,M,GEN,63,JD(S),68583,2
RAMANAGARAM ,Kanakapura,GEN,B.NAGARAJU,M,GEN,51,BJP,1807,3
RAMANAGARAM ,Kanakapura,GEN,MALLIKARJUNAIAH,M,SC,37,BSP,1345,4
RAMANAGARAM ,Kanakapura,GEN,KALAIAH,M,SC,38,BDBRAJP,1178,5
RAMANAGARAM ,Kanakapura,GEN,SHIVARENUKA,M,GEN,38,IND,699,6
RAMANAGARAM ,Kanakapura,GEN,K.V. VISHWANATH,M,GEN,54,IND,638,7
RAMANAGARAM ,Kanakapura,GEN,M.GOVINDARAJU,M,GEN,47,BSRCP,453,8
RAMANAGARAM ,Kanakapura,GEN,RAMESH D.C,M,GEN,54,IND,422,9
RAMANAGARAM ,Kanakapura,GEN,M.MADHU,M,GEN,29,KJP,357,10
RAMANAGARAM ,Kanakapura,GEN,RAMESH,M,GEN,44,IND,280,11
RAMANAGARAM ,Kanakapura,GEN,K. PUTTA MADEGOWDA,M,GEN,47,IND,211,12
RAMANAGARAM ,Kanakapura,GEN,J. NATARAJU,M,GEN,56,IND,171,13
RAMANAGARAM ,Channapatna,GEN,C P YOGESHWARA,M,GEN,50,SP,80099,1
RAMANAGARAM ,Channapatna,GEN,ANITHA KUMARASWAMY,F,GEN,49,JD(S),73635,2
RAMANAGARAM ,Channapatna,GEN,SADATH ALLI KHAN,M,GEN,72,INC,8134,3
RAMANAGARAM ,Channapatna,GEN,RAVIKUMAR GOWDA,M,GEN,36,BJP,1609,4
RAMANAGARAM ,Channapatna,GEN,SYED ZULFIKAR MEHDI,M,GEN,39,IND,989,5
RAMANAGARAM ,Channapatna,GEN,M C V MURTHY,M,SC,49,JD(U),866,6
RAMANAGARAM ,Channapatna,GEN,V.S.SUJEEVAN KUMAR,M,GEN,47,BSP,726,7
RAMANAGARAM ,Channapatna,GEN,SHIVARUDRAIAH,M,SC,58,BDBRAJP,624,8
